ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,BMD_MIC,MIC_UNIT,BMD_BP
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,128,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,16,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,8,ug/mL,S
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,16,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,8,ug/mL,S
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,ug/mL,S
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0798-VN,VN32; 211005119; 865ur,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-20,Vietnam,Hanoi,Human,Urine,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,16,ug/mL,S
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,8,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,16,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,16,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,16,ug/mL,I
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,ug/mL,S
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,128,ug/mL,R
Klebsiella pneumoniae,Kp-0799-VN,VN33; 211005119; 1733sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-10-25,Vietnam,Hanoi,Human,Bronchoalveolar lavage,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>64,ug/mL,R
