ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,BMD_MIC,MIC_UNIT,BMD_BP
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,1,ug/mL,S
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,1,ug/mL,S
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,128,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.25,ug/mL,S
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0801-VN,VN35; 200302190; 312sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-05-04,Vietnam,Hanoi,Human,Sputum,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,16,ug/mL,S
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,16,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,>256,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.25,ug/mL,S
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,16,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,8,ug/mL,S
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,8,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>64,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>32,ug/mL,
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,ug/mL,S
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0803-VN,VN37; 201012330; 307sf,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2020-11-10,Vietnam,Hanoi,Human,Cerebrospinal fluid,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-0804-VN,VN38; 211203695; 2440sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-12-26,Vietnam,Hanoi,Human,Tracheal aspirate,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-0804-VN,VN38; 211203695; 2440sp,"NHTD (Hanoi, Vietnam)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2021-12-26,Vietnam,Hanoi,Human,Tracheal aspirate,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
