ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,VITEK_MIC,VITEK_BP,CARD_CODE,BP_SOURCE
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Ceftolozane|Tazobactam,Beta-lactam|BLI,Cephalosporin (5th),Bacteria,Cephalosporin,>= 32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Cefalexin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>= 64,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,,,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0662-BR,76528,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-20,Brazil,Sao Paulo,Human,Infection,ESBL,,,,,NEG,-,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>= 32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,>= 8,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,32,I,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>= 64,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftolozane|Tazobactam,Beta-lactam|BLI,Cephalosporin (5th),Bacteria,Cephalosporin,>= 32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,ESBL,,,,,NEG,-,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Neomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>= 64,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Flumequine,Quinolone,Fluoroquinolone (1st),Bacteria,Fluoroquinolone,>= 32,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Enrofloxacin,Quinolone,,Bacteria,Quinolone,>= 4,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Marbofloxacin,Quinolone,,Bacteria,Quinolone,>= 4,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>= 64,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>= 16,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefoperazone,Beta-lactam,Cephalosporin (3rd),Bacteria,Cephalosporin,>= 64,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Florfenicol,,,,Phenicol,>= 32,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftiofur,Beta-lactam,Cephalosporin (3rd),Bacteria,Cephalosporin,>= 8,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,>= 16,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefquinome,Beta-lactam,Cephalosporin (4th),Bacteria,Cephalosporin,>= 8,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-GN96,CLSI
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>= 32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,>= 8,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,,,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ceftolozane|Tazobactam,Beta-lactam|BLI,Cephalosporin (5th),Bacteria,Cephalosporin,>= 32,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,ESBL,,,,,NEG,-,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,,,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N411,EUCAST
Klebsiella pneumoniae,Kp-0664-BR,76601,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-10-26,Brazil,Sao Paulo,Human,Infection,Cefalexin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>= 64,R,AST-GN96,EUCAST
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>= 32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,>= 8,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>= 16,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,32,I,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>= 64,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N411,CLSI
Klebsiella pneumoniae,Kp-0665-BR,76658,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Klebsiella pneumoniae (MALDI-TOF),2019-11-07,Brazil,Sao Paulo,Human,Infection,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N411,CLSI
